,Unnamed: 0.1,Unnamed: 0,Rank_x,Name,Team_x,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA_x,RA9_x,rRA9_x,rRA9pf_x,FIP_x,WHIP,WAR.1,image_url,team,player_id,play_type,Rank_y,Team_y,FIP_y,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA_y,RA9_y,rRA9_y,rRA9pf_y,FIP_y.1,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,ID,Pit_side
98,98,98,99,김민수,24 P,0.7,75,0,75,6,0,0,5,3,0,12,81.1,47,56,54.45,358,84,13,5,8,33,1,2,75,8,0,3,5.2,6.2,6.03,5.92,4.28,1.44,0.7,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,11317,우투우타,60,24 P,4.28,8.3,3.65,2.27,0.89,20.9,9.2,11.7,0.319,57.9,5.2,6.2,6.03,5.92,4.28,3.21,3.99,0.92,103.05,106.3,86.26,0.264,0.332,0.412,0.744,1350,18.0,16.6,3.77,11317,Right
99,99,99,100,김성민,24 P,0.65,46,0,46,4,0,0,3,4,0,14,45.2,22,24,25.15,188,45,4,0,5,17,1,0,34,0,1,3,4.34,4.73,4.96,5.33,4.86,1.36,0.65,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,12918,좌투좌타,99,24 P,4.86,6.7,3.35,2.0,0.99,18.1,9.0,9.0,0.31,69.6,4.34,4.73,4.96,5.33,4.86,3.64,4.31,-0.53,92.26,102.75,105.15,0.273,0.339,0.388,0.727,722,15.7,15.8,3.84,12918,Left
100,100,100,101,김민우,24 P,0.62,3,3,0,0,0,0,1,0,0,0,12.1,3,3,3.0,49,7,0,0,2,6,0,0,13,1,0,0,2.19,2.19,2.19,2.44,5.0,1.05,0.62,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,11410,우투우타,110,24 P,5.0,9.49,4.38,2.17,1.46,26.5,12.2,14.3,0.179,100.0,2.19,2.19,2.19,2.44,5.0,3.17,3.69,-2.81,44.29,44.71,102.84,0.163,0.265,0.302,0.567,186,62.0,15.1,3.8,11410,Right
101,101,101,102,육청명,24 P,0.61,13,10,3,1,0,0,1,5,0,0,44.2,27,31,28.95,208,52,13,1,6,20,6,2,20,6,0,3,5.44,6.25,5.83,5.85,6.41,1.61,0.61,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,16028,우투우타,212,24 P,6.41,4.03,4.03,1.0,1.21,9.6,9.6,0.0,0.299,67.1,5.44,6.25,5.83,5.85,6.41,4.95,5.4,-0.97,107.79,105.17,129.14,0.297,0.379,0.486,0.865,766,58.9,17.1,3.68,16028,Right
102,102,102,103,이영하,24 P,0.6,59,1,58,8,0,0,5,4,2,5,65.1,29,34,41.05,298,62,9,3,4,36,2,1,59,6,0,7,3.99,4.68,5.65,5.85,4.47,1.5,0.6,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,12568,우투우타,73,24 P,4.47,8.13,4.96,1.64,0.55,19.8,12.1,7.7,0.299,70.2,3.99,4.68,5.65,5.85,4.47,3.83,4.47,-0.48,83.82,111.29,95.38,0.243,0.339,0.349,0.688,1188,20.1,18.2,3.99,12568,Right
103,103,103,104,조이현,24 P,0.55,16,9,7,2,0,0,1,2,0,0,40.0,28,29,27.4,184,53,11,1,9,10,1,1,19,1,0,1,6.3,6.53,6.17,5.93,6.46,1.58,0.55,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,11284,우투좌타,217,24 P,6.46,4.28,2.25,1.9,2.03,10.3,5.4,4.9,0.308,68.6,6.3,6.53,6.17,5.93,6.46,3.94,4.81,-0.16,124.83,106.51,130.16,0.314,0.352,0.55,0.902,636,39.8,15.9,3.46,11284,Right
104,104,104,105,김윤하,24 P,0.54,19,12,7,0,0,0,1,6,0,2,79.0,53,57,54.95,363,93,22,2,6,35,4,0,43,4,1,3,6.04,6.49,6.26,6.67,5.27,1.62,0.54,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,16123,우투우타,137,24 P,5.27,4.9,3.99,1.23,0.68,11.8,9.6,2.2,0.322,60.5,6.04,6.49,6.26,6.67,5.27,4.5,5.14,0.77,128.48,128.69,114.02,0.296,0.369,0.436,0.805,1311,69.0,16.6,3.61,16123,Right
105,105,105,106,김재웅,24 P,0.54,26,0,26,1,0,0,0,2,0,7,23.2,9,9,11.25,107,24,3,1,2,12,1,1,19,3,0,1,3.42,3.42,4.28,4.63,4.9,1.52,0.54,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,12858,좌투좌타,104,24 P,4.9,7.23,4.56,1.58,0.76,17.8,11.2,6.5,0.306,82.4,3.42,3.42,4.28,4.63,4.9,3.99,4.61,-1.48,72.83,89.32,105.97,0.261,0.349,0.38,0.729,406,15.6,17.2,3.79,12858,Left
106,106,106,107,김강현,24 P,0.53,26,0,26,10,0,0,0,0,0,0,25.1,10,13,13.7,123,28,4,0,2,18,2,1,24,3,0,3,3.55,4.62,4.87,4.54,5.1,1.82,0.53,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,12699,우투좌타,120,24 P,5.1,8.53,6.4,1.33,0.71,19.5,14.6,4.9,0.342,77.8,3.55,4.62,4.87,4.54,5.1,4.25,4.81,-1.54,68.45,79.28,99.77,0.275,0.393,0.373,0.766,497,19.1,19.6,4.04,12699,Right
107,107,107,108,이상영,24 P,0.53,8,3,5,0,0,0,0,1,0,1,16.1,6,6,7.05,75,15,0,0,1,8,4,0,8,0,0,2,3.31,3.31,3.88,4.2,5.98,1.41,0.53,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,14135,좌투좌타,190,24 P,5.98,4.41,4.41,1.0,0.55,10.7,10.7,0.0,0.259,80.8,3.31,3.31,3.88,4.2,5.98,5.34,5.4,-2.67,69.36,79.85,127.52,0.242,0.36,0.29,0.65,302,37.8,18.5,4.03,14135,Left
108,108,108,109,이종준,24 P,0.52,27,0,27,13,0,0,1,2,0,1,26.0,12,13,12.65,119,26,5,0,4,16,0,0,28,1,0,1,4.15,4.5,4.38,4.5,5.25,1.62,0.52,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,14651,우투우타,135,24 P,5.25,9.69,5.54,1.75,1.39,23.5,13.4,10.1,0.314,80.6,4.15,4.5,4.38,4.5,5.25,3.5,4.19,-1.09,87.15,85.68,111.84,0.255,0.356,0.422,0.778,489,18.1,18.8,4.11,14651,Right
109,109,109,110,이상규,24 P,0.48,21,3,18,4,0,0,1,4,0,0,32.0,20,20,18.95,149,39,7,1,5,15,1,1,27,0,0,1,5.63,5.63,5.33,5.29,5.4,1.69,0.48,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,13245,우투우타,151,24 P,5.4,7.59,4.22,1.8,1.41,18.1,10.1,8.1,0.343,72.9,5.63,5.63,5.33,5.29,5.4,3.66,4.43,0.22,113.8,97.08,111.07,0.298,0.374,0.481,0.855,614,29.2,19.2,4.12,13245,Right
110,110,110,111,이기순,24 P,0.47,10,2,8,2,0,0,1,1,0,0,19.2,8,10,9.15,94,12,1,0,2,23,1,0,24,0,0,1,3.66,4.58,4.19,4.12,6.14,1.78,0.47,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,15028,좌투좌타,199,24 P,6.14,10.98,10.53,1.04,0.92,25.5,24.5,1.1,0.233,78.8,3.66,4.58,4.19,4.12,6.14,5.02,5.27,-2.48,71.39,72.82,121.71,0.174,0.387,0.275,0.662,423,42.3,21.5,4.5,15028,Left
111,111,111,112,이준영,24 P,0.42,56,0,56,5,0,0,4,0,0,9,35.0,15,21,22.15,160,37,8,0,5,17,2,3,33,4,0,0,3.86,5.4,5.7,5.64,4.96,1.54,0.42,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,11303,좌투좌타,107,24 P,4.96,8.49,4.37,1.94,1.29,20.6,10.6,10.0,0.32,71.4,3.86,5.4,5.7,5.64,4.96,3.35,4.2,-1.1,78.23,103.71,102.22,0.268,0.357,0.435,0.792,622,11.1,17.8,3.89,11303,Left
112,112,112,113,전미르,24 P,0.42,36,0,36,6,0,0,1,5,1,5,33.2,22,28,22.5,155,33,10,0,4,21,1,2,34,4,0,3,5.88,7.49,6.01,5.62,5.02,1.6,0.42,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,16089,우투우타,112,24 P,5.02,9.09,5.61,1.62,1.07,21.9,13.5,8.4,0.315,55.1,5.88,7.49,6.01,5.62,5.02,3.7,4.39,0.86,113.32,98.23,98.34,0.256,0.362,0.426,0.788,619,17.2,18.4,3.99,16089,Right
113,113,113,114,최지민,24 P,0.41,56,0,56,4,0,0,3,3,3,12,46.0,26,28,29.9,225,44,10,1,2,40,4,0,37,4,0,6,5.09,5.48,5.85,5.88,5.67,1.83,0.41,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,15057,좌투좌타,175,24 P,5.67,7.24,7.83,0.93,0.39,16.4,17.8,-1.3,0.298,70.6,5.09,5.48,5.85,5.88,5.67,5.26,5.56,-0.58,103.17,108.12,116.89,0.25,0.393,0.352,0.745,915,16.3,19.9,4.07,15057,Left
114,114,114,115,송은범,24 P,0.38,9,0,9,3,0,0,0,0,0,2,8.1,1,1,1.5,32,8,2,0,0,1,0,0,2,0,0,0,1.08,1.08,1.62,1.51,3.97,1.08,0.38,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,10137,우투우타,39,24 P,3.97,2.16,1.08,2.0,0.0,6.3,3.1,3.1,0.276,88.9,1.08,1.08,1.62,1.51,3.97,4.14,5.03,-2.89,20.74,26.27,77.51,0.258,0.281,0.323,0.604,114,12.7,13.7,3.56,10137,Right
115,115,115,116,박시영,24 P,0.36,26,0,26,5,0,0,0,1,1,4,25.1,13,13,15.4,110,27,8,1,4,7,1,1,23,0,0,3,4.62,4.62,5.47,5.36,4.67,1.34,0.36,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,10737,우투우타,92,24 P,4.67,8.17,2.49,3.29,1.42,20.9,6.4,14.5,0.315,75.9,4.62,4.62,5.47,5.36,4.67,2.9,3.65,-0.05,91.51,96.27,93.93,0.27,0.324,0.49,0.814,417,16.0,16.5,3.79,10737,Right
116,116,116,117,김기중,24 P,0.33,27,11,16,4,0,0,5,4,0,0,59.0,43,44,42.6,286,83,12,1,8,27,6,0,39,2,0,2,6.56,6.71,6.5,6.56,5.89,1.86,0.33,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,14808,좌투좌타,186,24 P,5.89,5.95,4.12,1.44,1.22,13.6,9.4,4.2,0.366,68.6,6.56,6.71,6.5,6.56,5.89,4.4,4.9,0.67,132.7,120.28,121.18,0.333,0.407,0.486,0.893,1090,40.4,18.5,3.81,14808,Left
117,117,117,118,소형준,24 P,0.33,6,0,6,1,0,0,2,0,0,0,8.1,3,3,2.5,30,7,2,0,1,1,1,0,3,0,0,0,3.24,3.24,2.7,2.59,5.47,0.96,0.33,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,14600,우투우타,161,24 P,5.47,3.24,1.08,3.0,1.08,10.0,3.3,6.7,0.25,75.0,3.24,3.24,2.7,2.59,5.47,4.12,4.6,-2.23,64.2,46.51,110.17,0.25,0.3,0.429,0.729,120,20.0,14.4,4.0,14600,Right
118,118,118,119,스타우트,24 P,0.33,4,4,0,0,0,0,1,1,0,0,16.0,9,10,9.5,73,17,3,1,2,5,3,0,20,1,0,1,5.06,5.63,5.34,5.22,4.11,1.38,0.33,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,16163,좌투좌타,46,24 P,4.11,11.25,2.81,4.0,1.13,27.4,6.8,20.5,0.349,68.2,5.06,5.63,5.34,5.22,4.11,2.75,2.93,0.95,102.68,95.92,84.75,0.262,0.342,0.431,0.773,327,81.8,20.4,4.48,16163,Left
119,119,119,120,최하늘,24 P,0.32,27,0,27,4,0,0,1,1,0,1,32.0,19,20,20.85,139,26,4,0,2,16,4,0,18,3,0,2,5.34,5.63,5.86,5.72,5.47,1.31,0.32,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,13152,우언우타,162,24 P,5.47,5.06,4.5,1.13,0.56,12.9,11.5,1.4,0.25,60.5,5.34,5.63,5.86,5.72,5.47,4.84,5.23,-0.13,102.63,99.62,106.85,0.234,0.338,0.324,0.662,579,21.4,18.1,4.17,13152,Right
120,120,120,121,함덕주,24 P,0.32,15,0,15,1,0,0,0,1,0,3,11.2,7,7,4.95,54,13,0,1,2,7,1,0,8,0,0,0,5.4,5.4,3.82,4.02,6.65,1.71,0.32,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,11094,좌투좌타,224,24 P,6.65,6.17,5.4,1.14,1.54,14.8,13.0,1.9,0.333,77.8,5.4,5.4,3.82,4.02,6.65,4.73,5.18,-1.25,113.3,76.56,141.8,0.302,0.412,0.488,0.9,205,13.7,17.6,3.8,11094,Left
121,121,121,122,김선기,24 P,0.31,42,6,36,4,0,0,6,4,0,0,76.1,47,51,53.6,357,91,18,0,13,30,6,1,43,6,0,6,5.54,6.01,6.32,6.5,6.28,1.59,0.31,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,13092,우투우타,203,24 P,6.28,5.07,3.54,1.43,1.53,12.0,8.4,3.6,0.298,69.7,5.54,6.01,6.32,6.5,6.28,4.39,4.96,-0.74,117.92,125.35,135.79,0.292,0.359,0.474,0.833,1318,31.4,17.3,3.69,13092,Right
122,122,122,123,김대우,24 P,0.31,32,1,31,13,0,0,0,0,0,5,34.1,21,24,23.2,157,42,9,0,4,9,3,2,23,3,0,1,5.5,6.29,6.08,5.9,4.81,1.49,0.31,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,10685,우언우타,97,24 P,4.81,6.03,2.36,2.56,1.05,14.6,5.7,8.9,0.325,62.5,5.5,6.29,6.08,5.9,4.81,3.56,4.33,0.69,105.73,102.72,93.96,0.296,0.346,0.444,0.79,529,16.5,15.4,3.37,10685,Right
123,123,123,124,이로운,24 P,0.3,62,0,62,14,0,0,1,3,1,9,56.0,37,43,40.1,277,67,9,2,4,43,3,4,41,3,0,3,5.95,6.91,6.44,6.22,5.65,1.96,0.3,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,15461,우투우타,173,24 P,5.65,6.59,6.91,0.95,0.64,14.8,15.5,-0.7,0.344,65.4,5.95,6.91,6.44,6.22,5.65,4.91,5.49,0.29,115.96,109.91,112.06,0.3,0.412,0.413,0.825,1138,18.4,20.3,4.11,15461,Right
124,124,124,125,장시환,24 P,0.28,30,0,30,2,0,0,2,2,0,2,33.1,19,27,22.05,156,34,6,1,3,22,1,0,28,5,0,0,5.13,7.29,5.95,5.96,5.31,1.68,0.28,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,10453,우투우타,142,24 P,5.31,7.56,5.94,1.27,0.81,17.9,14.1,3.8,0.313,56.6,5.13,7.29,5.95,5.96,5.31,4.33,4.94,-0.18,103.78,109.39,109.15,0.266,0.373,0.398,0.771,640,21.3,19.2,4.1,10453,Right
125,125,125,126,손동현,24 P,0.28,42,0,42,10,0,0,1,2,1,4,47.1,28,31,33.05,214,50,6,1,5,20,1,2,27,3,0,3,5.32,5.89,6.28,6.24,5.34,1.48,0.28,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,14108,우투좌타,147,24 P,5.34,5.13,3.8,1.35,0.95,12.6,9.3,3.3,0.285,62.5,5.32,5.89,6.28,6.24,5.34,4.23,5.01,-0.02,105.49,112.09,107.53,0.267,0.336,0.39,0.726,767,18.3,16.2,3.58,14108,Right
126,126,126,127,페냐,24 P,0.26,9,9,0,0,0,0,3,5,0,0,37.1,26,28,27.3,171,41,6,0,6,20,0,0,29,1,0,1,6.27,6.75,6.58,6.62,5.83,1.63,0.26,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,15146,우투우타,181,24 P,5.83,6.99,4.82,1.45,1.45,17.0,11.7,5.3,0.302,62.3,6.27,6.75,6.58,6.62,5.83,4.04,4.77,0.44,126.8,121.49,119.87,0.275,0.357,0.436,0.793,702,78.0,18.8,4.11,15146,Right
127,127,127,128,김유성,24 P,0.23,17,7,10,1,0,0,1,2,0,0,28.0,20,23,19.2,139,28,10,0,1,24,4,0,29,1,0,2,6.43,7.39,6.17,6.5,5.13,1.86,0.23,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,15509,우투우타,123,24 P,5.13,9.32,7.71,1.21,0.32,20.9,17.3,3.6,0.333,60.0,6.43,7.39,6.17,6.5,5.13,4.82,4.97,1.29,134.88,123.72,109.49,0.252,0.403,0.369,0.772,622,36.6,22.2,4.47,15509,Right
128,128,128,129,우강훈,24 P,0.23,14,0,14,5,0,0,1,0,0,0,11.2,4,6,5.85,57,11,1,0,0,8,6,0,10,0,0,2,3.09,4.63,4.51,4.58,5.78,1.63,0.23,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,14816,우언우타,179,24 P,5.78,7.71,6.17,1.25,0.0,17.5,14.0,3.5,0.333,76.0,3.09,4.63,4.51,4.58,5.78,5.85,4.98,-2.69,64.74,87.1,123.16,0.256,0.439,0.279,0.718,225,16.1,19.3,3.95,14816,Right
129,129,129,130,김동욱,24 P,0.22,37,0,37,11,0,0,2,1,0,3,36.0,20,20,23.45,146,33,9,1,4,6,2,1,18,1,0,1,5.0,5.0,5.86,6.22,4.96,1.08,0.22,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,14681,우투우타,108,24 P,4.96,4.5,1.5,3.0,1.0,12.3,4.1,8.2,0.254,60.0,5.0,5.0,5.86,6.22,4.96,3.76,4.41,0.04,106.39,120.07,107.27,0.246,0.285,0.418,0.703,569,15.4,15.8,3.9,14681,Right
130,130,130,131,요키시,24 P,0.22,8,8,0,0,0,0,3,4,0,0,39.1,25,29,28.65,189,51,11,2,5,20,2,0,32,3,0,2,5.72,6.64,6.56,6.86,5.41,1.81,0.22,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,13940,좌투좌타,152,24 P,5.41,7.32,4.58,1.6,1.14,16.9,10.6,6.3,0.362,66.7,5.72,6.64,6.56,6.86,5.41,4.0,4.64,0.31,118.35,128.7,113.79,0.313,0.392,0.497,0.889,756,94.5,19.2,4.0,13940,Left
131,131,131,132,박신지,24 P,0.22,6,1,5,1,0,0,0,1,0,0,8.2,2,3,4.05,41,8,2,0,0,8,1,0,3,1,0,0,2.08,3.12,4.21,4.18,6.55,1.85,0.22,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,13070,우투우타,222,24 P,6.55,3.12,8.31,0.38,0.0,7.3,19.5,-12.2,0.286,82.4,2.08,3.12,4.21,4.18,6.55,6.68,6.86,-4.48,43.58,79.44,139.72,0.258,0.425,0.323,0.748,161,26.8,18.6,3.93,13070,Right
132,132,132,133,박진형,24 P,0.21,7,0,7,0,0,0,0,0,0,0,6.1,3,3,2.65,24,6,1,0,0,1,1,0,4,0,0,1,4.26,4.26,3.77,3.76,3.6,1.11,0.21,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,11425,우투우타,17,24 P,3.6,5.68,1.42,4.0,0.0,16.7,4.2,12.5,0.353,62.5,4.26,4.26,3.77,3.76,3.6,3.7,3.9,0.66,82.14,65.74,70.48,0.286,0.348,0.333,0.681,95,13.6,15.0,3.96,11425,Right
133,133,133,134,박정수,24 P,0.2,29,1,28,7,0,0,1,2,0,4,29.2,17,18,19.9,137,38,4,1,2,12,2,0,22,0,0,2,5.16,5.46,6.04,6.18,4.61,1.69,0.2,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,11300,우언좌타,86,24 P,4.61,6.67,3.64,1.83,0.61,16.1,8.8,7.3,0.364,69.4,5.16,5.46,6.04,6.18,4.61,3.93,4.52,0.55,108.2,117.63,98.3,0.309,0.38,0.407,0.787,519,17.9,17.5,3.79,11300,Right
134,134,134,135,김승현,24 P,0.2,14,0,14,4,0,0,1,0,0,0,18.0,8,12,11.95,85,23,5,1,3,7,0,0,11,2,0,0,4.0,6.0,5.98,5.85,5.86,1.67,0.2,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,12637,우투우타,182,24 P,5.86,5.5,3.5,1.57,1.5,12.9,8.2,4.7,0.313,69.2,4.0,6.0,5.98,5.85,5.86,4.0,4.84,-1.86,81.13,107.53,120.79,0.295,0.353,0.5,0.853,289,20.6,16.1,3.4,12637,Right
135,135,135,136,최종인,24 P,0.2,11,0,11,4,0,0,1,0,1,2,9.2,4,4,5.0,42,8,0,0,2,5,0,0,8,0,0,0,3.72,3.72,4.66,4.71,6.2,1.34,0.2,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,14733,우투우타,201,24 P,6.2,7.45,4.66,1.6,1.86,19.0,11.9,7.1,0.222,90.0,3.72,3.72,4.66,4.71,6.2,3.85,4.54,-2.47,78.13,89.58,132.1,0.222,0.31,0.389,0.699,167,15.2,17.3,3.98,14733,Right
136,136,136,137,박종훈,24 P,0.2,10,9,1,1,0,0,1,4,0,0,35.0,27,28,26.1,164,37,7,0,7,21,8,0,34,0,0,3,6.94,7.2,6.71,6.68,6.72,1.66,0.2,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,10131,우언우타,229,24 P,6.72,8.74,5.4,1.62,1.8,20.7,12.8,7.9,0.319,67.9,6.94,7.2,6.71,6.68,6.72,4.43,4.45,0.22,135.39,118.15,133.16,0.276,0.402,0.485,0.887,662,66.2,18.9,4.04,10131,Right
137,137,137,138,임준형,24 P,0.19,18,1,17,3,0,0,0,0,0,0,13.2,10,10,7.95,62,16,4,0,2,4,3,0,13,0,0,0,6.59,6.59,5.24,5.48,5.15,1.46,0.19,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,14142,좌투좌타,124,24 P,5.15,8.56,2.63,3.25,1.32,21.0,6.5,14.5,0.359,65.0,6.59,6.59,5.24,5.48,5.15,3.51,3.66,1.43,138.17,104.22,109.82,0.302,0.377,0.491,0.868,240,13.3,17.6,3.87,14142,Left
138,138,138,139,구승민,24 P,0.19,66,0,66,7,0,0,5,3,0,13,57.2,31,37,42.7,279,68,10,0,6,35,6,1,62,5,0,7,4.84,5.77,6.66,6.44,4.9,1.79,0.19,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,11291,우투우타,103,24 P,4.9,9.68,5.46,1.77,0.94,22.2,12.5,9.7,0.371,71.3,4.84,5.77,6.66,6.44,4.9,3.76,4.24,-0.06,93.22,112.51,95.94,0.293,0.395,0.414,0.809,1138,17.2,19.7,4.08,11291,Right
139,139,139,140,최준용,24 P,0.17,27,0,27,4,0,0,1,2,0,3,21.2,13,13,15.55,105,28,2,1,2,14,1,1,12,1,0,1,5.4,5.4,6.46,6.02,5.92,1.94,0.17,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,14624,우투우타,187,24 P,5.92,4.99,5.82,0.86,0.83,11.4,13.3,-1.9,0.351,75.0,5.4,5.4,6.46,6.02,5.92,4.96,5.63,-0.52,104.05,105.17,115.85,0.322,0.417,0.437,0.854,431,16.0,19.9,4.1,14624,Right
140,140,140,141,양지율,24 P,0.16,21,0,21,2,0,0,0,2,0,3,18.2,13,13,11.3,83,16,4,0,1,13,2,0,7,0,0,0,6.27,6.27,5.45,5.92,6.39,1.55,0.16,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,12854,우투우타,210,24 P,6.39,3.38,6.27,0.54,0.48,8.4,15.7,-7.2,0.25,60.0,6.27,6.27,5.45,5.92,6.39,5.87,6.27,-0.12,133.37,114.3,138.19,0.235,0.373,0.338,0.711,345,16.4,18.5,4.16,12854,Right
141,141,141,142,최우석,24 P,0.16,9,0,9,3,0,0,0,0,0,0,8.2,3,3,4.2,37,7,2,0,2,6,0,0,8,0,0,1,3.12,3.12,4.36,4.59,6.78,1.5,0.16,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,16056,우투우타,233,24 P,6.78,8.31,6.23,1.33,2.08,21.6,16.2,5.4,0.238,100.0,3.12,3.12,4.36,4.59,6.78,4.14,4.75,-3.67,64.46,86.19,142.64,0.226,0.351,0.484,0.835,139,15.4,16.0,3.76,16056,Right
142,142,142,143,박민호,24 P,0.15,19,0,19,8,0,0,2,0,0,0,22.2,12,14,17.1,98,25,3,0,4,7,2,1,10,1,0,0,4.76,5.56,6.79,6.27,6.29,1.41,0.15,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,11236,우언우타,204,24 P,6.29,3.97,2.78,1.43,1.59,10.2,7.1,3.1,0.28,71.4,4.76,5.56,6.79,6.27,6.29,4.32,5.03,-1.53,92.92,110.8,124.66,0.287,0.347,0.46,0.807,352,18.5,15.5,3.59,11236,Right
143,143,143,144,이선우,24 P,0.14,6,1,5,3,0,0,0,0,0,0,10.0,6,6,5.35,45,10,0,0,0,4,2,0,4,0,0,0,5.4,5.4,4.82,5.05,5.06,1.4,0.14,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,14111,우언우타,118,24 P,5.06,3.6,3.6,1.0,0.0,8.9,8.9,0.0,0.286,62.5,5.4,5.4,4.82,5.05,5.06,5.17,5.4,0.34,107.0,90.72,101.87,0.263,0.356,0.263,0.619,183,30.5,18.3,4.07,14111,Right
144,144,144,145,육선엽,24 P,0.14,11,1,10,5,0,0,0,0,0,0,17.0,10,11,12.55,87,19,2,0,3,17,2,0,11,1,0,1,5.29,5.82,6.64,6.46,8.15,2.12,0.14,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,15864,우투우타,261,24 P,8.15,5.82,9.0,0.65,1.59,12.6,19.5,-6.9,0.296,79.4,5.29,5.82,6.64,6.46,8.15,6.19,6.23,-2.85,101.68,112.56,159.0,0.284,0.437,0.448,0.885,355,32.3,20.9,4.08,15864,Right
145,145,145,146,최승용,24 P,0.14,12,6,6,1,0,0,2,0,0,1,27.0,18,19,20.4,124,37,5,2,6,7,0,0,21,2,0,0,6.0,6.33,6.8,6.85,5.7,1.63,0.14,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,14770,좌투좌타,177,24 P,5.7,7.0,2.33,3.0,2.0,16.9,5.6,11.3,0.348,69.4,6.0,6.33,6.8,6.85,5.7,3.19,4.05,0.3,125.88,130.37,121.6,0.319,0.358,0.552,0.91,457,38.1,16.9,3.69,14770,Left
146,146,146,147,유승철,24 P,0.13,5,0,5,1,0,0,0,0,0,0,5.0,3,3,1.8,23,3,1,0,0,7,0,0,4,0,0,2,5.4,5.4,3.24,3.54,6.54,2.0,0.13,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,12914,우투양타,221,24 P,6.54,7.2,12.6,0.57,0.0,17.4,30.4,-13.0,0.25,70.0,5.4,5.4,3.24,3.54,6.54,6.66,6.97,-1.14,109.52,65.17,134.78,0.188,0.435,0.25,0.685,102,20.4,20.4,4.43,12914,Right
